time, price, volume
119, 3570, 14555
120, 3572, 12922
121, 3572, 14222
122, 3571, 16004
123, 3571, 16227
124, 3571, 16939
125, 3572, 14849
126, 3573, 14737
127, 3573, 15151
128, 3573, 14314
129, 3577, 17139
130, 3577, 14116
131, 3578, 14391
132, 3577, 14126
133, 3577, 13881
134, 3578, 10924
135, 3577, 17349
136, 3578, 16824
137, 3579, 15840
138, 3580, 13873
139, 3579, 17366
140, 3579, 14871
141, 3580, 12596
142, 3581, 14859
143, 3581, 15281
144, 3581, 14699
145, 3580, 16275
146, 3580, 19650
147, 3579, 13137
148, 3578, 15152
149, 3577, 14369
150, 3577, 12368
151, 3577, 10542
152, 3578, 10429
153, 3579, 15407
154, 3580, 13955
155, 3580, 14539
156, 3578, 16937
157, 3577, 13453
158, 3576, 18607
159, 3577, 13606
160, 3578, 13408
161, 3579, 13941
162, 3580, 15589
163, 3579, 15589
164, 3578, 19678
165, 3578, 17352
166, 3577, 16548
167, 3576, 17847
168, 3577, 16454
169, 3577, 13939
170, 3579, 16390
171, 3579, 13685
172, 3579, 13775
173, 3579, 14211
174, 3579, 16477
175, 3578, 12969
176, 3578, 12340
177, 3579, 16792
178, 3579, 15641
179, 3578, 13803
180, 3577, 13614
181, 3578, 15461
182, 3578, 16769
183, 3579, 17484
184, 3579, 15863
185, 3577, 13559
186, 3576, 11131
187, 3576, 15415
188, 3576, 15394
189, 3575, 17875
190, 3574, 13649
191, 3575, 11333
192, 3575, 16779
193, 3575, 12112
194, 3575, 12995
195, 3575, 16015
196, 3575, 16337
197, 3575, 12278
198, 3575, 12360
199, 3575, 14207
200, 3574, 13357
201, 3574, 16705
202, 3573, 12853
203, 3573, 14338
204, 3574, 12790
205, 3573, 17468
206, 3572, 16658
207, 3572, 15994
208, 3572, 16020
209, 3573, 15467
210, 3572, 15803
211, 3571, 15327
212, 3571, 15563
213, 3571, 14280
214, 3568, 16079
215, 3567, 13588
216, 3567, 17031
217, 3566, 16134
218, 3566, 13464
219, 3566, 14436
220, 3566, 16529
221, 3567, 10650
222, 3569, 15266
223, 3569, 14845
224, 3568, 11450
225, 3569, 9916
226, 3569, 14364
227, 3570, 11973
228, 3568, 15440
229, 3568, 17118
230, 3568, 15856
231, 3567, 16213
232, 3569, 17777
233, 3570, 13654
234, 3569, 15095
235, 3570, 12786
236, 3570, 15943
237, 3570, 12622
238, 3570, 17189
239, 3570, 12435
240, 3573, 17580
241, 3572, 22279
242, 3575, 17405
243, 3575, 20113
244, 3574, 15011
245, 3574, 20327
246, 3574, 12907
247, 3575, 11796
248, 3575, 10977
249, 3574, 15760
250, 3573, 14252
251, 3569, 16214
252, 3569, 14687
253, 3568, 15615
254, 3568, 15487
255, 3568, 16737
256, 3568, 13708
257, 3568, 15665
258, 3566, 15577
259, 3565, 13422
260, 3564, 17078
261, 3565, 9921
262, 3565, 19431
263, 3566, 17693
264, 3567, 12737
265, 3567, 13484
266, 3567, 15735
267, 3566, 14146
268, 3565, 13158
269, 3565, 12785
270, 3566, 10820
271, 3566, 17370
272, 3566, 15779
273, 3566, 16095
274, 3567, 12478
275, 3567, 13874
276, 3567, 12353
277, 3567, 12907
278, 3567, 14074
279, 3566, 13748
280, 3565, 16591
281, 3563, 12098
282, 3562, 11465
283, 3562, 18365
284, 3562, 15911
285, 3559, 21266
286, 3559, 11154
287, 3558, 12003
288, 3557, 13601
289, 3557, 17677
290, 3557, 16814
291, 3557, 14756
292, 3557, 17758
293, 3557, 17063
294, 3557, 15398
295, 3556, 14633
296, 3555, 16422
297, 3555, 17099
298, 3554, 11317
299, 3555, 13119
300, 3555, 14122
301, 3555, 13363
302, 3555, 10375
303, 3555, 14423
304, 3558, 13661
305, 3558, 17080
306, 3558, 16286
307, 3557, 14913
308, 3556, 11734
309, 3553, 16044
310, 3553, 21000
311, 3552, 16473
312, 3551, 14016
313, 3552, 11016
314, 3553, 13340
315, 3553, 13840
316, 3553, 16583
317, 3549, 14898
318, 3549, 16488
319, 3550, 17047
320, 3550, 11301
321, 3549, 16381
322, 3549, 18527
323, 3549, 15446
324, 3549, 14858
325, 3550, 14951
326, 3549, 15690
327, 3548, 14400
328, 3549, 20067
329, 3549, 20858
330, 3549, 16007
331, 3550, 10724
332, 3551, 11462
333, 3550, 16267
334, 3550, 16872
335, 3550, 14121
336, 3550, 18177
337, 3550, 14492
338, 3549, 14826
339, 3549, 14415
340, 3548, 13451
341, 3549, 14263
342, 3548, 12903
343, 3548, 12262
344, 3548, 13192
345, 3548, 14122
346, 3548, 13519
347, 3549, 15056
348, 3550, 18307
349, 3550, 17415
350, 3551, 13997
351, 3552, 10129
352, 3551, 11827
353, 3551, 13551
354, 3552, 13744
355, 3551, 13774
356, 3551, 13955
357, 3551, 12935
358, 3551, 16169
359, 3552, 14670
360, 3551, 15855
361, 3551, 16015
362, 3552, 12470
363, 3551, 15926
364, 3551, 20528
365, 3551, 19331
366, 3550, 15405
367, 3551, 12842
368, 3550, 15299
369, 3549, 15745
370, 3548, 15037
371, 3549, 13893
372, 3548, 15661
373, 3548, 12873
374, 3547, 12760
375, 3547, 15052
376, 3547, 17064
377, 3549, 16020
378, 3546, 14501
379, 3548, 17246
380, 3549, 15842
381, 3548, 15735
382, 3549, 11312
383, 3549, 13760
384, 3549, 18347
385, 3549, 15212
386, 3549, 14330
387, 3549, 13445
388, 3549, 15999
389, 3549, 16350
390, 3548, 15157
391, 3550, 15126
392, 3551, 10999
393, 3551, 10701
394, 3551, 17807
395, 3550, 15363
396, 3551, 13353
397, 3551, 18491
398, 3553, 15198
399, 3553, 15515
400, 3553, 15535
401, 3553, 15398
402, 3552, 16272
403, 3553, 11166
404, 3554, 13194
405, 3554, 15904
406, 3554, 15563
407, 3554, 14593
408, 3554, 22278
409, 3553, 16568
410, 3554, 14927
411, 3553, 13917
412, 3554, 11780
413, 3554, 15902
414, 3554, 17367
415, 3553, 15492
416, 3552, 14128
417, 3552, 16498
418, 3552, 13359
419, 3552, 14795
420, 3552, 13691
421, 3551, 15079
422, 3552, 11876
423, 3552, 16091
424, 3551, 10638
425, 3551, 16627
426, 3551, 14986
427, 3552, 11347
428, 3552, 17606
429, 3553, 12283
430, 3552, 14205
431, 3551, 14866
432, 3552, 17602
433, 3552, 13705
434, 3552, 17153
435, 3553, 15678
436, 3552, 11864
437, 3552, 14637
438, 3552, 12514
439, 3552, 16474
440, 3551, 15463
441, 3552, 12869
442, 3552, 13930
443, 3552, 13282
444, 3550, 15224
445, 3550, 14200
446, 3551, 14070
447, 3552, 10060
448, 3553, 12838
449, 3551, 12976
450, 3550, 16374
451, 3550, 17448
452, 3550, 15128
453, 3550, 18325
454, 3551, 11253
455, 3551, 17046
456, 3551, 15527
457, 3551, 17659
458, 3551, 14702
459, 3553, 16418
460, 3552, 14836
461, 3552, 15146
462, 3553, 10730
463, 3554, 13135
464, 3554, 15935
465, 3554, 16386
466, 3554, 14440
467, 3555, 13805
468, 3556, 14051
469, 3557, 12919
470, 3556, 15285
471, 3556, 12881
472, 3555, 17198
473, 3556, 16909
474, 3556, 15934
475, 3555, 14454
476, 3555, 12185
477, 3555, 12966
478, 3554, 15453
479, 3553, 19416
480, 3553, 14883
481, 3553, 12959
482, 3550, 16642
483, 3550, 13417
484, 3550, 17316
485, 3552, 16884
486, 3551, 16011
487, 3550, 12745
488, 3550, 12860
489, 3550, 18531
490, 3550, 17373
491, 3550, 15541
492, 3549, 18391
493, 3549, 15479
494, 3549, 18422
495, 3548, 15973
496, 3548, 15509
497, 3547, 10675
498, 3548, 13581
499, 3548, 13884
500, 3550, 20460
501, 3550, 13537
502, 3550, 12498
503, 3550, 16170
504, 3550, 13820
505, 3547, 14114
506, 3547, 21711
507, 3546, 16806
508, 3551, 23306
509, 3551, 17118
510, 3551, 11953
511, 3550, 12597
512, 3549, 13292
513, 3549, 11598
514, 3551, 17388
515, 3552, 18142
516, 3550, 13357
517, 3550, 17101
518, 3551, 13219
519, 3552, 13310
520, 3550, 15330
521, 3549, 14334
522, 3548, 15854
523, 3550, 19487
524, 3552, 18179
525, 3553, 14973
526, 3553, 18740
527, 3552, 18388
528, 3552, 16635
529, 3552, 15390
530, 3552, 17114
531, 3554, 18795
532, 3554, 14332
533, 3553, 12467
534, 3552, 15949
535, 3552, 17223
536, 3554, 23314
537, 3554, 16640
538, 3553, 15708
539, 3550, 14462
540, 3550, 12301
541, 3550, 12148
542, 3551, 13039
543, 3551, 19459
544, 3550, 12929
545, 3549, 16199
546, 3549, 17333
547, 3549, 17888
548, 3548, 17334
549, 3548, 15848
550, 3548, 16922
551, 3547, 14135
552, 3547, 13311
553, 3547, 14351
554, 3547, 12746
555, 3547, 15320
556, 3547, 13084
557, 3547, 17238
558, 3547, 10805
559, 3547, 12353
560, 3545, 13644
561, 3546, 15496
562, 3545, 18288
563, 3545, 17514
564, 3543, 14159
565, 3543, 18273
566, 3544, 10566
567, 3544, 15685
568, 3543, 13633
569, 3543, 16049
570, 3542, 17231
571, 3541, 16121
572, 3541, 15909
573, 3541, 15002
574, 3540, 12410
575, 3540, 23393
576, 3540, 15074
577, 3541, 13474
578, 3539, 16806
579, 3539, 17170
580, 3539, 10774
581, 3539, 13536
582, 3539, 16912
583, 3540, 15435
584, 3540, 12546
585, 3540, 14836
586, 3540, 17322
587, 3541, 11503
588, 3540, 19204
589, 3541, 14944
590, 3541, 15528
591, 3541, 14500
592, 3541, 20371
593, 3541, 21790
594, 3541, 12792
595, 3539, 14154
596, 3539, 18986
597, 3539, 16741
598, 3540, 14264
599, 3539, 12006
600, 3539, 13837
601, 3540, 13901
602, 3536, 16994
603, 3536, 14797
604, 3537, 16954
605, 3537, 12919
606, 3539, 12294
607, 3541, 16852
608, 3541, 17819
609, 3542, 15851
610, 3542, 12019
611, 3544, 13839
612, 3544, 12776
613, 3544, 17050
614, 3544, 15475
615, 3544, 17210
616, 3544, 14928
617, 3544, 18390
618, 3543, 15951
619, 3542, 15899
620, 3542, 10477
621, 3542, 12009
622, 3541, 13389
623, 3541, 15524
624, 3542, 9996
625, 3543, 14767
626, 3544, 14373
627, 3545, 13604
628, 3545, 12966
629, 3546, 15758
630, 3545, 16440
631, 3545, 14837
632, 3546, 16009
633, 3547, 11543
634, 3546, 12384
635, 3544, 18513
636, 3544, 14730
637, 3544, 15646
638, 3545, 15812
639, 3546, 14526
640, 3546, 14032
641, 3546, 16855
642, 3548, 14462
643, 3551, 14964
644, 3551, 17454
645, 3552, 12639
646, 3552, 15416
647, 3552, 15210
648, 3551, 14794
649, 3551, 16271
650, 3551, 14691
651, 3551, 14384
652, 3550, 11947
653, 3551, 13040
654, 3551, 16078
655, 3552, 11547
656, 3552, 11675
657, 3551, 14565
658, 3551, 15525
659, 3551, 18336
660, 3551, 14437
661, 3551, 14173
662, 3551, 15757
663, 3551, 17564
664, 3553, 15446
665, 3552, 14408
666, 3551, 13846
667, 3551, 16129
668, 3551, 13520
669, 3551, 14501
670, 3551, 16272
671, 3551, 14887
672, 3550, 15080
673, 3550, 17138
674, 3550, 16220
675, 3550, 18094
676, 3550, 14229
677, 3550, 12635
678, 3551, 14537
679, 3550, 17722
680, 3549, 14045
681, 3550, 15310
682, 3551, 15103
683, 3551, 13663
684, 3551, 17574
685, 3551, 15610
686, 3551, 14903
687, 3550, 16344
688, 3549, 13591
689, 3549, 14065
690, 3549, 17600
691, 3550, 18949
692, 3550, 14057
693, 3552, 12576
694, 3552, 17008
695, 3552, 16166
696, 3552, 17541
697, 3552, 15429
698, 3553, 12930
699, 3553, 12620
700, 3553, 16744
701, 3554, 12168
702, 3554, 17550
703, 3554, 15547
704, 3553, 17165
705, 3552, 11562
706, 3552, 16152
707, 3552, 19792
708, 3552, 12623
709, 3552, 14088
710, 3552, 12456
711, 3552, 14010
712, 3551, 16238
713, 3551, 15588
714, 3550, 18136
715, 3551, 14220
716, 3550, 10124
717, 3552, 17647
718, 3552, 18094
719, 3551, 18475
720, 3550, 16984
721, 3549, 15822
722, 3549, 18138
723, 3549, 15878
724, 3549, 16963
725, 3550, 13447
726, 3551, 16145
727, 3551, 18184
728, 3551, 18449
729, 3551, 19838
730, 3551, 15566
731, 3551, 14325
732, 3552, 11189
733, 3552, 14952
734, 3551, 13448
735, 3551, 13291
736, 3550, 10946
737, 3550, 11878
738, 3552, 15859
739, 3553, 12592
740, 3553, 11188
741, 3555, 13246
742, 3556, 14236
743, 3555, 11947
744, 3556, 11527
745, 3556, 17729
746, 3556, 17147
747, 3558, 17003
748, 3558, 13174
749, 3557, 16948
750, 3557, 14488
751, 3556, 19999
752, 3556, 13113
753, 3555, 15809
754, 3555, 17495
755, 3555, 14024
756, 3555, 13772
757, 3555, 15354
758, 3555, 17786
759, 3555, 14982
760, 3555, 16180
761, 3554, 10837
762, 3554, 17775
763, 3553, 11896
764, 3554, 11123
765, 3554, 16679
766, 3554, 14133
767, 3554, 15050
768, 3555, 12486
769, 3555, 17019
770, 3556, 12767
771, 3556, 13174
772, 3556, 14283
773, 3556, 14824
774, 3556, 18411
775, 3556, 20384
776, 3556, 12404
777, 3556, 16214
778, 3556, 11404
779, 3555, 12636
780, 3555, 14315
781, 3555, 20656
782, 3555, 17199
783, 3555, 14164
784, 3555, 19710
785, 3555, 11608
786, 3556, 12172
787, 3556, 15214
788, 3556, 13647
789, 3555, 16643
790, 3556, 15582
791, 3556, 15922
792, 3556, 12193
793, 3556, 17821
794, 3556, 16828
795, 3557, 15530
796, 3558, 16237
797, 3558, 13838
798, 3558, 17097
799, 3558, 16921
800, 3558, 15149
801, 3558, 14228
802, 3557, 14753
803, 3555, 13062
804, 3555, 17729
805, 3554, 17173
806, 3556, 15374
807, 3556, 14464
808, 3557, 12462
809, 3557, 14219
810, 3557, 17190
811, 3557, 16670
812, 3556, 16704
813, 3556, 14502
814, 3555, 13939
815, 3554, 15849
816, 3554, 13108
817, 3556, 15369
818, 3556, 13862
819, 3555, 11482
820, 3555, 17231
821, 3554, 17435
822, 3554, 21115
823, 3554, 13856
824, 3554, 16059
825, 3554, 14533
826, 3553, 12391
827, 3553, 14033
828, 3553, 15113
829, 3553, 12786
830, 3553, 12884
831, 3553, 16122
832, 3553, 17426
833, 3554, 11651
834, 3553, 12572
835, 3550, 11257
836, 3550, 18170
837, 3549, 16437
838, 3548, 14970
839, 3548, 15875
840, 3548, 14186
841, 3545, 18743
842, 3545, 15099
843, 3545, 10052
844, 3545, 10020
845, 3546, 14221
846, 3547, 14576
847, 3547, 14948
848, 3547, 18043
849, 3546, 17099
850, 3546, 15365
851, 3543, 15200
852, 3544, 12042
853, 3544, 13812
854, 3546, 16568
855, 3546, 16151
856, 3545, 11647
857, 3545, 14225
858, 3546, 14545
859, 3549, 16631
860, 3548, 15085
861, 3548, 15490
862, 3548, 15649
863, 3548, 16396
864, 3549, 17369
865, 3550, 13396
866, 3551, 14793
867, 3551, 18314
868, 3551, 15252
869, 3550, 14150
870, 3551, 11035
871, 3551, 17350
872, 3550, 14165
873, 3551, 13520
874, 3551, 15412
875, 3552, 15189
876, 3549, 17006
877, 3549, 13939
878, 3546, 14596
879, 3547, 14044
880, 3548, 11593
881, 3548, 16097
882, 3548, 14440
883, 3550, 15941
884, 3552, 14650
885, 3552, 16611
886, 3550, 14286
887, 3550, 15760
888, 3551, 15168
889, 3552, 16786
890, 3552, 14343
891, 3552, 14050
892, 3551, 13611
893, 3551, 14348
894, 3550, 17695
895, 3550, 14571
896, 3550, 14227
897, 3550, 13816
898, 3550, 15782
899, 3550, 15102
900, 3552, 16967
901, 3553, 12640
902, 3555, 14490
903, 3559, 15435
904, 3560, 15574
905, 3560, 15957
906, 3560, 16300
907, 3560, 19402
908, 3560, 16775
909, 3560, 14825
910, 3561, 13311
911, 3561, 17162
912, 3559, 17690
913, 3559, 17130
914, 3559, 17145
915, 3560, 11031
916, 3559, 15809
917, 3559, 16065
918, 3558, 17875
919, 3558, 14987
920, 3558, 15276
921, 3557, 13538
922, 3556, 11165
923, 3556, 13618
924, 3556, 12214
925, 3556, 14044
926, 3556, 10664
927, 3556, 15507
928, 3555, 16768
929, 3555, 13676
930, 3555, 12959
931, 3555, 16266
932, 3555, 14163
933, 3555, 15810
934, 3555, 16514
935, 3554, 11616
936, 3554, 15102
937, 3554, 14439
938, 3553, 14077
939, 3554, 10997
940, 3555, 12054
941, 3555, 19160
942, 3555, 17018
943, 3555, 14266
944, 3555, 13570
945, 3555, 15300
946, 3554, 13684
947, 3554, 13308
948, 3552, 17677
949, 3553, 11758
950, 3553, 14385
951, 3553, 12611
952, 3553, 20718
953, 3551, 17411
954, 3552, 14409
955, 3551, 16579
956, 3551, 13522
957, 3551, 18377
958, 3552, 11778
959, 3552, 12833
960, 3553, 11768
961, 3553, 13401
962, 3553, 14824
963, 3554, 14379
964, 3554, 19186
965, 3555, 14449
966, 3556, 13040
967, 3556, 15141
968, 3556, 15854
969, 3556, 15536
970, 3557, 11741
971, 3556, 13677
972, 3556, 14753
973, 3556, 14271
974, 3555, 13780
975, 3555, 17637
976, 3555, 18855
977, 3554, 13702
978, 3554, 18645
979, 3555, 13752
980, 3555, 18830
981, 3555, 15961
982, 3556, 16838
983, 3556, 16499
984, 3557, 14630
985, 3556, 17503
986, 3557, 15645
987, 3556, 14555
988, 3555, 13447
989, 3555, 12228
990, 3555, 13598
991, 3554, 12421
992, 3554, 15815
993, 3553, 13794
994, 3553, 19030
995, 3552, 19519
996, 3552, 15482
997, 3551, 12965
998, 3551, 16217
999, 3550, 14845
1000, 3550, 14639
1001, 3550, 14219
1002, 3547, 12158
1003, 3547, 16223
1004, 3546, 13595
1005, 3545, 15118
1006, 3548, 20549
1007, 3549, 14808
1008, 3553, 18345
1009, 3555, 14727
1010, 3559, 18317
1011, 3561, 17283
1012, 3563, 19047
1013, 3563, 13326
1014, 3563, 12768
1015, 3563, 16920
1016, 3566, 22637
1017, 3566, 17192
1018, 3566, 14884
1019, 3566, 16576
1020, 3570, 16374
1021, 3570, 11459
1022, 3572, 20428
1023, 3572, 15223
1024, 3572, 17631
1025, 3577, 18768
1026, 3577, 14373
1027, 3577, 15888
1028, 3580, 23381
1029, 3580, 16374
1030, 3578, 15922
1031, 3579, 10965
1032, 3581, 16204
1033, 3581, 14792
1034, 3580, 17407
1035, 3583, 19183
1036, 3583, 17763
1037, 3584, 13557
1038, 3584, 13477
1039, 3588, 12897
1040, 3587, 13305
1041, 3591, 19812
1042, 3592, 12684
1043, 3592, 15517
1044, 3597, 20709
1045, 3598, 19827
1046, 3602, 25593
1047, 3602, 17575
1048, 3601, 19542
1049, 3601, 14818
1050, 3601, 17070
1051, 3602, 9551
1052, 3602, 19943
1053, 3604, 17603
1054, 3604, 17321
1055, 3604, 12131
1056, 3605, 13961
1057, 3603, 15085
1058, 3603, 14404
1059, 3603, 11470
1060, 3602, 15620
1061, 3602, 17084
1062, 3603, 11954
1063, 3604, 14427
1064, 3602, 16916
1065, 3603, 12424
1066, 3603, 18358
1067, 3603, 18632
1068, 3604, 13626
1069, 3604, 15102
1070, 3604, 16626
1071, 3604, 17182
1072, 3604, 14618
1073, 3605, 14808
1074, 3605, 14858
1075, 3604, 11845
1076, 3606, 12833
1077, 3604, 14678
1078, 3604, 14364
1079, 3603, 15069
1080, 3603, 17126
1081, 3604, 14448
1082, 3602, 15900
1083, 3603, 11592
1084, 3603, 13234
1085, 3603, 13011
1086, 3604, 12599
1087, 3605, 16547
1088, 3605, 12061
1089, 3605, 14355
1090, 3606, 13703
1091, 3607, 14367
1092, 3607, 18281
1093, 3607, 15559
1094, 3607, 14155
1095, 3607, 17944
1096, 3608, 16102
1097, 3607, 16781
1098, 3607, 16099
1099, 3605, 17653
1100, 3605, 15852
1101, 3606, 10376
1102, 3605, 15637
1103, 3604, 13639
1104, 3603, 14676
1105, 3603, 19305
1106, 3603, 11257
1107, 3603, 20499
1108, 3603, 14800
1109, 3603, 18390
1110, 3603, 13522
1111, 3603, 14654
1112, 3603, 18276
1113, 3603, 14182
1114, 3602, 18214
1115, 3602, 16431
1116, 3603, 12149
1117, 3604, 16451
1118, 3602, 17684
1119, 3602, 18112
1120, 3602, 15536
1121, 3602, 14740
1122, 3602, 14894
1123, 3601, 13587
1124, 3601, 16081
1125, 3601, 15979
1126, 3601, 15174
1127, 3601, 13326
1128, 3601, 14592
1129, 3604, 15249
1130, 3604, 17065
1131, 3603, 13520
1132, 3603, 15289
1133, 3603, 13517
1134, 3602, 15278
1135, 3601, 15053
1136, 3600, 16301
1137, 3601, 8169
1138, 3599, 14643
1139, 3599, 15364
1140, 3599, 16123
1141, 3600, 12988
1142, 3600, 13373
1143, 3600, 14013
1144, 3600, 15212
1145, 3602, 15370
1146, 3602, 14197
1147, 3600, 13198
1148, 3600, 17030
1149, 3600, 15740
1150, 3599, 16727
1151, 3598, 16826
1152, 3598, 15958
1153, 3596, 16941
1154, 3596, 11187
1155, 3596, 15763
1156, 3595, 14297
1157, 3595, 14382
1158, 3595, 17444
1159, 3594, 17510
1160, 3595, 14494
1161, 3597, 14981
1162, 3597, 15969
1163, 3598, 13565
1164, 3598, 16804
1165, 3597, 22127
1166, 3595, 17437
1167, 3595, 17030
1168, 3595, 16277
1169, 3595, 16960
1170, 3596, 11338
1171, 3596, 15217
1172, 3596, 13943
1173, 3597, 12075
1174, 3597, 12934
1175, 3598, 16924
1176, 3599, 14613
1177, 3597, 15247
1178, 3597, 16344
1179, 3596, 16301
1180, 3594, 15821
1181, 3593, 14282
1182, 3592, 16048
1183, 3592, 15350
1184, 3592, 13101
1185, 3592, 15760
1186, 3592, 17029
1187, 3591, 15481
1188, 3591, 19587
1189, 3591, 16621
1190, 3591, 18059
1191, 3592, 14465
1192, 3591, 12072
1193, 3591, 17541
1194, 3591, 15155
1195, 3591, 15763
1196, 3590, 16387
1197, 3589, 13358
1198, 3589, 16440
1199, 3589, 10707
1200, 3589, 12851
1201, 3589, 15292
1202, 3589, 14286
1203, 3589, 17789
1204, 3590, 13756
1205, 3588, 20137
1206, 3587, 14404
1207, 3587, 17352
1208, 3587, 16875
1209, 3587, 16787
1210, 3587, 17111
1211, 3586, 18314
1212, 3587, 13086
1213, 3587, 18126
1214, 3587, 14933
1215, 3587, 14350
1216, 3587, 18895
1217, 3587, 13828
1218, 3586, 17988
1219, 3587, 12065
1220, 3587, 15430
1221, 3587, 15048
1222, 3586, 16003
1223, 3586, 18173
1224, 3586, 13960
1225, 3586, 15341
1226, 3587, 16844
1227, 3587, 15449
1228, 3587, 18683
1229, 3587, 18464
1230, 3587, 16483
1231, 3587, 14177
1232, 3589, 19493
1233, 3590, 13765
1234, 3591, 14190
1235, 3591, 17435
1236, 3592, 17223
1237, 3592, 14103
1238, 3591, 10519
1239, 3591, 16390
1240, 3591, 16503
1241, 3590, 16016
1242, 3589, 15228
1243, 3589, 12603
1244, 3589, 16615
1245, 3590, 17061
1246, 3590, 10436
1247, 3590, 15030
1248, 3590, 13530
1249, 3590, 14281
1250, 3592, 16352
1251, 3592, 17441
1252, 3592, 13568
1253, 3592, 12869
1254, 3592, 12593
1255, 3592, 16140
1256, 3591, 16142
1257, 3590, 12407
1258, 3590, 15911
1259, 3589, 16313
1260, 3589, 18843
1261, 3589, 19201
1262, 3590, 11829
1263, 3590, 15154
1264, 3590, 17010
1265, 3587, 17146
1266, 3586, 18054
1267, 3586, 12661
1268, 3586, 14149
1269, 3588, 14540
1270, 3588, 17245
1271, 3587, 11275
1272, 3587, 16018
1273, 3587, 13317
1274, 3587, 13043
1275, 3587, 17716
1276, 3586, 16671
1277, 3585, 14658
1278, 3585, 14399
1279, 3586, 11569
1280, 3586, 14750
1281, 3587, 13739
1282, 3587, 15305
1283, 3586, 13605
1284, 3586, 13271
1285, 3588, 14047
1286, 3586, 17902
1287, 3586, 17743
1288, 3586, 15751
1289, 3586, 15444
1290, 3585, 16896
1291, 3585, 13132
1292, 3585, 19920
1293, 3585, 16576
1294, 3585, 11892
1295, 3585, 9558
1296, 3585, 16930
1297, 3585, 14485
1298, 3585, 14921
1299, 3586, 13842
1300, 3586, 16496
1301, 3585, 14208
1302, 3586, 12907
1303, 3585, 10345
1304, 3586, 15520
1305, 3587, 14778
1306, 3587, 16316
1307, 3587, 16350
1308, 3587, 16258
1309, 3587, 17689
1310, 3587, 14798
1311, 3588, 12211
1312, 3589, 16779
1313, 3589, 17210
1314, 3589, 11788
1315, 3590, 10653
1316, 3590, 15208
1317, 3590, 16553
1318, 3591, 10610
1319, 3594, 21131
1320, 3594, 18636
1321, 3593, 16137
1322, 3592, 11164
1323, 3592, 14256
1324, 3594, 13768
1325, 3594, 17381
1326, 3594, 13177
1327, 3594, 16517
1328, 3593, 16717
1329, 3593, 18450
1330, 3590, 16446
1331, 3590, 18239
1332, 3589, 15226
1333, 3588, 19323
1334, 3588, 20830
1335, 3587, 13946
1336, 3590, 13846
1337, 3589, 18170
1338, 3586, 18193
1339, 3587, 9458
1340, 3587, 15399
1341, 3587, 15770
1342, 3588, 15173
1343, 3588, 20351
1344, 3590, 17497
1345, 3589, 12197
1346, 3590, 11144
1347, 3589, 12532
1348, 3589, 13399
1349, 3589, 14978
1350, 3589, 15647
1351, 3589, 16573
1352, 3589, 15490
1353, 3589, 16648
1354, 3590, 11383
1355, 3589, 13797
1356, 3589, 13803
1357, 3589, 14675
1358, 3588, 13852
1359, 3587, 15729
1360, 3587, 15117
1361, 3587, 21147
